time	V(n004)	V(n005)
3.463431249961107e-04	8.036911e+00	3.416278e-03
3.468314062461107e-04	8.067191e+00	2.966641e-03
3.478079687461107e-04	8.126644e+00	2.059415e-03
3.487845312461107e-04	8.184466e+00	1.144439e-03
3.502493749961107e-04	8.267789e+00	-2.350208e-04
3.517142187461107e-04	8.346613e+00	-1.612491e-03
3.531790624961107e-04	8.420581e+00	-2.976312e-03
3.546439062461107e-04	8.489430e+00	-4.314937e-03
3.565970312461107e-04	8.572972e+00	-6.041036e-03
3.585501562461107e-04	8.646874e+00	-7.676272e-03
3.605032812461107e-04	8.711078e+00	-9.196050e-03
3.629446874961107e-04	8.777792e+00	-1.089878e-02
3.653860937461107e-04	8.829718e+00	-1.234555e-02
3.678274999961107e-04	8.867179e+00	-1.350239e-02
3.702689062461107e-04	8.890463e+00	-1.434212e-02
3.727103124961107e-04	8.899750e+00	-1.484504e-02
3.751517187461107e-04	8.895071e+00	-1.499932e-02
3.775931249961107e-04	8.876290e+00	-1.480134e-02
3.800345312461107e-04	8.843107e+00	-1.425576e-02
3.824759374961107e-04	8.795098e+00	-1.337538e-02
3.844290624961107e-04	8.745687e+00	-1.244366e-02
3.863821874961107e-04	8.686232e+00	-1.132479e-02
3.883353124961107e-04	8.616549e+00	-1.003557e-02
3.902884374961107e-04	8.536560e+00	-8.595415e-03
3.917532812461107e-04	8.469851e+00	-7.429194e-03
3.932181249961107e-04	8.397512e+00	-6.200083e-03
3.946829687461107e-04	8.319753e+00	-4.918487e-03
3.961478124961107e-04	8.236889e+00	-3.595256e-03
3.971243749961107e-04	8.179021e+00	-2.695491e-03
3.981009374961107e-04	8.119235e+00	-1.785580e-03
3.985892187461107e-04	8.088682e+00	-1.327890e-03
3.990774999961107e-04	8.057721e+00	-8.689490e-04
3.995657812461107e-04	8.026382e+00	-4.091908e-04
4.000540624961107e-04	7.994695e+00	5.095260e-05
4.005423437461107e-04	7.962689e+00	5.110480e-04
4.015189062461107e-04	7.897859e+00	1.429363e-03
4.049368749961107e-04	7.666367e+00	4.578636e-03
4.073782812461107e-04	7.502774e+00	6.707446e-03
4.098196874961107e-04	7.347606e+00	8.678732e-03
4.117728124961107e-04	7.233913e+00	1.011108e-02
4.137259374961107e-04	7.133053e+00	1.139135e-02
4.156790624961107e-04	7.048052e+00	1.250028e-02
4.176321874961107e-04	6.981529e+00	1.342120e-02
4.190970312461107e-04	6.945029e+00	1.398005e-02
4.205618749961107e-04	6.920728e+00	1.442057e-02
4.220267187461107e-04	6.909026e+00	1.473901e-02
4.234915624961107e-04	6.910082e+00	1.493268e-02
4.249564062461107e-04	6.923813e+00	1.499994e-02
4.269095312461107e-04	6.961254e+00	1.489217e-02
4.288626562461107e-04	7.019271e+00	1.456040e-02
4.308157812461107e-04	7.095888e+00	1.400963e-02
4.327689062461107e-04	7.188632e+00	1.324814e-02
4.347220312461107e-04	7.294675e+00	1.228738e-02
4.371634374961108e-04	7.441295e+00	1.082851e-02
4.396048437461108e-04	7.597903e+00	9.115329e-03
4.420462499961108e-04	7.758696e+00	7.188077e-03
4.439993749961108e-04	7.886797e+00	5.522416e-03
4.449759374961108e-04	7.949846e+00	4.656818e-03
4.454642187461108e-04	7.981005e+00	4.217240e-03
4.459524999961108e-04	8.011878e+00	3.773693e-03
4.464407812461108e-04	8.042438e+00	3.326594e-03
4.469290624961108e-04	8.072657e+00	2.876364e-03
4.479056249961108e-04	8.131973e+00	1.968210e-03
4.488821874961108e-04	8.189642e+00	1.052648e-03
4.503470312461108e-04	8.272704e+00	-3.270433e-04
4.518118749961108e-04	8.351238e+00	-1.703966e-03
4.532767187461108e-04	8.424896e+00	-3.066464e-03
4.547415624961108e-04	8.493419e+00	-4.403003e-03
4.566946874961108e-04	8.576508e+00	-6.125166e-03
4.586478124961108e-04	8.649947e+00	-7.755200e-03
4.606009374961108e-04	8.713686e+00	-9.268589e-03
4.630423437461108e-04	8.779824e+00	-1.096181e-02
4.654837499961108e-04	8.831181e+00	-1.239759e-02
4.679251562461108e-04	8.868082e+00	-1.354222e-02
4.703665624961108e-04	8.890813e+00	-1.436881e-02
4.728079687461108e-04	8.899547e+00	-1.485795e-02
4.752493749961108e-04	8.894309e+00	-1.499816e-02
4.776907812461108e-04	8.874957e+00	-1.478613e-02
4.801321874961108e-04	8.841185e+00	-1.422686e-02
4.825735937461108e-04	8.792564e+00	-1.333347e-02
4.845267187461108e-04	8.742647e+00	-1.239204e-02
4.864798437461108e-04	8.682673e+00	-1.126422e-02
4.884329687461108e-04	8.612464e+00	-9.966979e-03
4.903860937461106e-04	8.531946e+00	-8.519825e-03
4.913626562461105e-04	8.487845e+00	-7.746753e-03
4.928274999961103e-04	8.416979e+00	-6.533416e-03
4.942923437461102e-04	8.340626e+00	-5.264772e-03
4.957571874961100e-04	8.259072e+00	-3.951561e-03
4.967337499961099e-04	8.202008e+00	-3.056805e-03
4.977103124961098e-04	8.142960e+00	-2.150543e-03
4.986868749961097e-04	8.082104e+00	-1.236188e-03
4.991751562461096e-04	8.051061e+00	-7.770489e-04
4.996634374961096e-04	8.019645e+00	-3.171790e-04
5.000000000000000e-04	7.997789e+00	-1.836970e-17
